0	1	-0.5	0.012533547935523	0	0	0	0
0	1	0.875	7.8957634722828		0	0	0	0
0	1	1	-8.7803203303561	0	0	0	0
0	2	0.5	0.31802509345418	0	0	0	0
0	2	0.75	-0.26145533859358	0	0	0	0
0	3	0.375	-0.0078199751687981	0	0	0	0
0	4	1	0.0088089493102134	0	0	0	0
1	1	4	-0.66856572307965	0	0	0	0
1	1	6	0.20433810950965	0	0	0	0
1	1	12	-6.6212605039687E-05	0	0	0	0
1	2	1	-0.19232721156002	0	0	0	0
1	2	5	-0.25709043003438	0	0	0	0
1	3	4	0.16074868486251	0	0	0	0
1	4	2	-0.040092828925807	0	0	0	0
1	4	13	3.9343422603254E-07	0	0	0	0
1	5	9	-7.5941377088144E-06	0	0	0	0
1	7	3	0.00056250979351888	0	0	0	0
1	9	4	-1.5608652257135E-05	0	0	0	0
1	10	11	1.1537996422951E-09	0	0	0	0
1	11	4	3.6582165144204E-07	0	0	0	0
1	13	13	-1.3251180074668E-12	0	0	0	0
1	15	1	-6.2639586912454E-10	0	0	0	0
2	1	7	-0.10793600908932	0	0	0	0
2	2	1	0.017611491008752	0	0	0	0
2	2	9	0.22132295167546	0	0	0	0
2	2	10	-0.40247669763528	0	0	0	0
2	3	10	0.58083399985759	0	0	0	0
2	4	3	0.0049969146990806	0	0	0	0
2	4	7	-0.031358700712549	0	0	0	0
2	4	10	-0.74315929710341	0	0	0	0
2	5	10	0.4780732991548		0	0	0	0
2	6	6	0.020527940895948	0	0	0	0
2	6	10	-0.13636435110343	0	0	0	0
2	7	10	0.014180634400617	0	0	0	0
2	9	1	0.0083326504880713	0	0	0	0
2	9	2	-0.029052336009585	0	0	0	0
2	9	3	0.038615085574206	0	0	0	0
2	9	4	-0.020393486513704	0	0	0	0
2	9	8	-0.0016554050063734	0	0	0	0
2	10	6	0.0019955719795541	0	0	0	0
2	10	9	0.00015870308324157	0	0	0	0
2	12	8	-1.6387082148069E-05	0	0	0	0
3	3	16	0.043613615723811	0	0	0	0
3	4	22	0.034994005463765	0	0	0	0
3	4	23	-0.076788197844621	0	0	0	0
3	5	23	0.022446277332006	0	0	0	0
4	14	10	-6.2689710414685E-05	0	0	0	0
6	3	50	-5.5711185656045E-10	0	0	0	0
6	6	44	-0.19905718354408	0	0	0	0
6	6	46	0.31777497330738	0	0	0	0
6	6	50	-0.11841182425981	0	0	0	0
0	3	0	-31.306260323435	20	150	1.21	1
0	3	1	31.546140237781		20	150	1.21	1
0	3	4	-2521.3154341695	20	250	1.25	1
3.5	0.85	0.2	-0.14874640856724	28	700	0.32	0.3
3.5	0.95	0.2	0.31806110878444	32	800	0.32	0.3

