0	1	-0.5	0.012533547935523
0	1	0.875	7.8957634722828
0	1	1	-8.7803203303561
0	2	0.5	0.31802509345418
0	2	0.75	-0.26145533859358
0	3	0.375	-0.0078199751687981
0	4	1	0.0088089493102134
1	1	4	-0.66856572307965
1	1	6	0.20433810950965
1	1	12	-6.6212605039687E-05
1	2	1	-0.19232721156002
1	2	5	-0.25709043003438
1	3	4	0.16074868486251
1	4	2	-0.040092828925807
1	4	13	3.9343422603254E-07
1	5	9	-7.5941377088144E-06
1	7	3	0.00056250979351888
1	9	4	-1.5608652257135E-05
1	10	11	1.1537996422951E-09
1	11	4	3.6582165144204E-07
1	13	13	-1.3251180074668E-12
1	15	1	-6.2639586912454E-10
2	1	7	-0.10793600908932
2	2	1	0.017611491008752
2	2	9	0.22132295167546
2	2	10	-0.40247669763528
2	3	10	0.58083399985759
2	4	3	0.0049969146990806
2	4	7	-0.031358700712549
2	4	10	-0.74315929710341
2	5	10	0.4780732991548
2	6	6	0.020527940895948
2	6	10	-0.13636435110343
2	7	10	0.014180634400617
2	9	1	0.0083326504880713
2	9	2	-0.029052336009585
2	9	3	0.038615085574206
2	9	4	-0.020393486513704
2	9	8	-0.0016554050063734
2	10	6	0.0019955719795541
2	10	9	0.00015870308324157
2	12	8	-1.6387082148069E-05
3	3	16	0.043613615723811
3	4	22	0.034994005463765
3	4	23	-0.076788197844621
3	5	23	0.022446277332006
4	14	10	-6.2689710414685E-05
6	3	50	-5.5711185656045E-10
6	6	44	-0.19905718354408
6	6	46	0.31777497330738
6	6	50	-0.11841182425981

