0	-2	1.46329712131670E-01
0	-1	-8.45481871691140E-01
0	0	-3.75636036720400E+00
0	1	3.38551691683850E+00
0	2	-9.57919633878720E-01
0	3	1.57720385132280E-01
0	4	-1.66164171995010E-02
0	5	8.12146299835680E-04
1	-9	2.83190801238040E-04
1	-7	-6.07063015658740E-04
1	-1	-1.89900682184190E-02
1	0	-3.25297487705050E-02
1	1	-2.18417171754140E-02
1	3	-5.28383579699300E-05
2	-3	-4.71843210732670E-04
2	0	-3.00017807930260E-04
2	1	4.76613939069870E-05
2	3	-4.41418453308460E-06
2	17	-7.26949962975940E-16
3	-4	-3.16796448450540E-05
3	0	-2.82707979853120E-06
3	6	-8.52051281201030E-10
4	-5	-2.24252819080000E-06
4	-2	-6.51712228956010E-07
4	10	-1.43417299379240E-13
5	-8	-4.05169968601170E-07
8	-11	-1.27343017416410E-09
8	-6	-1.74248712306340E-10
21	-29	-6.87621312955310E-19
23	-31	1.44783078285210E-20
29	-38	2.63357816627950E-23
30	-39	-1.19476226400710E-23
31	-40	1.82280945814040E-24
32	-41	-9.35370872924580E-26

