1	0	-1.77317424732130E-03
1	1	-1.78348622923580E-02
1	2	-4.59960136963650E-02
1	3	-5.75812590834320E-02
1	6	-5.03252787279300E-02
2	1	-3.30326416702030E-05
2	2	-1.89489875163150E-04
2	4	-3.93927772433550E-03
2	7	-4.37972956505730E-02
2	36	-2.66745479140870E-05
3	0	2.04817376923090E-08
3	1	4.38706672844350E-07
3	3	-3.22776772385700E-05
3	6	-1.50339245421480E-03
3	35	-4.06682535626490E-02
4	1	-7.88473095593670E-10
4	2	1.27907178522850E-08
4	3	4.82253727185070E-07
5	7	2.29220763376610E-06
6	3	-1.67147664510610E-11
6	16	-2.11714723213550E-03
6	35	-2.38957419341040E+01
7	0	-5.90595643242700E-18
7	11	-1.26218088991010E-06
7	25	-3.89468424357390E-02
8	8	1.12562113604590E-11
8	36	-8.23113408979980E+00
9	13	1.98097128020880E-08
10	4	1.04069652101740E-19
10	10	-1.02347470959290E-13
10	14	-1.00181793795110E-09
16	29	-8.08829086469850E-11
16	50	1.06930318794090E-01
18	57	-3.36622505741710E-01
20	20	8.91858453554210E-25
20	35	3.06293168762320E-13
20	48	-4.20024676982080E-06
21	21	-5.90560296856390E-26
22	53	3.78269476134570E-06
23	39	-1.27686089346810E-15
24	26	7.30876105950610E-29
24	40	5.54147153507780E-17
24	58	-9.43697072412100E-07

